GPU Utilization Monitor - Press Ctrl+C to stop
============================================================
Time     GPU%   Mem Used   Mem Total  Temp   Power   
  2067.0   15.0       1413       8192   46.0     75.8
  2068.5    3.0       1415       8192   46.0     74.6
  2070.0    5.0       1415       8192   46.0     71.3
  2071.4    8.0       1435       8192   47.0     72.4
  2073.0    8.0       1435       8192   47.0     74.7
  2074.5   10.0       1421       8192   46.0     74.1
  2075.9    7.0       1440       8192   46.0     73.4
  2077.5   14.0       1426       8192   47.0     74.5
  2078.9   14.0       1425       8192   47.0     73.8
  2080.3   14.0       1442       8192   47.0     74.8
  2081.8   10.0       1420       8192   47.0     73.4
  2083.3   14.0       1422       8192   47.0     75.2
  2084.8   10.0       1398       8192   47.0     75.7
  2086.3   17.0       1434       8192   47.0     75.4
  2087.6   23.0       1429       8192   47.0     75.7
  2089.1   15.0       1449       8192   47.0     75.3
  2090.6   14.0       1451       8192   47.0     76.2
  2092.1   18.0       1453       8192   47.0     75.7
  2093.6   13.0       1433       8192   47.0     73.0
  2095.0   18.0       1455       8192   47.0     75.5
  2096.4   10.0       1459       8192   47.0     74.8
  2097.9   10.0       1459       8192   47.0     73.6
  2099.4    6.0       1437       8192   47.0     73.5
  2100.8   18.0       1437       8192   47.0     74.8
  2102.2    2.0       1438       8192   47.0     71.8
  2103.6   12.0       1435       8192   48.0     72.7
  2105.0    6.0       1454       8192   47.0     74.2
  2106.5    5.0       1466       8192   46.0     74.2
  2107.9    4.0       1455       8192   47.0     75.3
  2109.4    5.0       1466       8192   47.0     74.7
  2111.0    2.0       1461       8192   47.0     72.5
  2112.5    7.0       1469       8192   47.0     71.9
  2114.1   14.0       1480       8192   46.0     70.9
  2115.9   11.0       1491       8192   47.0     70.0
  2117.5   11.0       1502       8192   47.0     72.2
  2119.1   17.0       1498       8192   47.0     73.7
  2120.6   17.0       1492       8192   47.0     74.0
  2122.2   15.0       1491       8192   47.0     74.4
  2123.7    5.0       1491       8192   47.0     73.5
  2125.4    4.0       1495       8192   47.0     72.0
  2127.3   15.0       1525       8192   47.0     72.3
  2129.0    5.0       1527       8192   47.0     73.1
  2131.2   11.0       1508       8192   47.0     73.8
  2132.7    6.0       1504       8192   47.0     74.4
  2134.3   14.0       1505       8192   47.0     73.9
  2135.7   12.0       1514       8192   47.0     72.4
  2137.1   12.0       1490       8192   47.0     74.5
  2138.7   16.0       1489       8192   47.0     75.1
  2140.2   11.0       1473       8192   47.0     75.0
  2141.8    9.0       1456       8192   47.0     74.6
  2143.3   12.0       1445       8192   47.0     73.7
  2144.8    9.0       1438       8192   47.0     74.6
  2146.2    0.0       1442       8192   47.0     72.7
  2147.6   14.0       1442       8192   47.0     74.2
  2149.0   16.0       1444       8192   47.0     74.8
  2150.4   17.0       1442       8192   47.0     73.8
  2151.9    2.0       1444       8192   47.0     73.6
  2153.4   12.0       1442       8192   47.0     74.4
  2154.9    9.0       1464       8192   47.0     73.1
  2156.5   17.0       1413       8192   47.0     73.5
  2158.1   15.0       1378       8192   47.0     73.8
  2159.6   12.0       1437       8192   47.0     74.0
  2161.1   12.0       1416       8192   47.0     75.2
  2162.7   19.0       1444       8192   47.0     73.5
  2164.2   15.0       1464       8192   48.0     74.1
  2165.6   19.0       1461       8192   47.0     74.4
  2167.0   14.0       1413       8192   47.0     74.5
  2168.6    5.0       1454       8192   47.0     74.6
  2170.0   15.0       1456       8192   47.0     76.2
  2171.4   18.0       1475       8192   47.0     74.6
  2172.9   15.0       1428       8192   47.0     75.6
  2174.3   13.0       1430       8192   47.0     75.7
  2175.7   14.0       1427       8192   47.0     75.8
  2177.3    4.0       1423       8192   47.0     74.7
  2178.8   22.0       1454       8192   47.0     75.3
  2180.3    9.0       1454       8192   47.0     75.0
  2181.8   13.0       1454       8192   47.0     75.4
  2183.3   12.0       1432       8192   47.0     74.0
  2184.7   10.0       1433       8192   47.0     74.9
  2186.2   19.0       1433       8192   47.0     74.2
  2187.7    9.0       1434       8192   47.0     73.6
  2189.1   23.0       1456       8192   48.0     76.9
  2190.6    7.0       1456       8192   48.0     74.4
  2192.2    6.0       1436       8192   47.0     73.0
  2193.6   22.0       1433       8192   47.0     74.4
  2195.0   14.0       1454       8192   47.0     75.0
  2196.3   10.0       1455       8192   47.0     74.5
  2197.8   16.0       1456       8192   48.0     75.4
  2199.2    5.0       1429       8192   47.0     74.2
  2200.7   15.0       1429       8192   48.0     73.5
  2202.1    3.0       1427       8192   47.0     74.8
  2203.5   11.0       1455       8192   47.0     75.4
  2205.0   26.0       1432       8192   48.0     75.4
  2206.4   13.0       1429       8192   47.0     75.5
  2207.8    9.0       1429       8192   47.0     74.3
  2209.2   16.0       1431       8192   47.0     74.2
  2210.6   15.0       1608       8192   48.0     75.6
  2212.0   19.0       1660       8192   47.0     75.0
  2213.5    8.0       1770       8192   48.0     74.9
  2215.1    5.0       1872       8192   47.0     75.9
  2216.6   13.0       1944       8192   48.0     77.1
  2218.1    9.0       1964       8192   48.0     76.8
  2219.7    5.0       1966       8192   48.0     75.4
  2221.2   14.0       1943       8192   47.0     74.6
  2222.9   12.0       1972       8192   47.0     72.8
  2224.4   20.0       2014       8192   47.0     77.6
  2226.2   15.0       2034       8192   48.0     75.5
  2227.9   15.0       2071       8192   48.0     74.3
  2229.6    6.0       2045       8192   47.0     72.5
  2231.3   12.0       2031       8192   47.0     76.0
  2232.9   11.0       2050       8192   48.0     76.3
  2234.5   29.0       2042       8192   48.0     78.7
  2236.2   12.0       1999       8192   47.0     73.2
  2238.0   10.0       2034       8192   48.0     73.7
  2239.7    7.0       1646       8192   47.0     75.7
  2241.2   10.0       1458       8192   48.0     72.7
  2242.8    7.0       1459       8192   47.0     72.4
  2244.3   13.0       1454       8192   47.0     71.5
  2246.0    7.0       1450       8192   47.0     71.0
  2247.4   13.0       1442       8192   47.0     74.8
  2248.9   23.0       1432       8192   48.0     75.2
  2250.5    8.0       1432       8192   47.0     74.9
  2252.0   19.0       1442       8192   47.0     75.3
  2253.5   21.0       1471       8192   47.0     76.7
  2255.0   15.0       1462       8192   47.0     76.1
  2256.3   24.0       1468       8192   47.0     76.3
  2257.9    5.0       1462       8192   47.0     75.1
  2259.3    5.0       1445       8192   47.0     76.2
  2260.9    6.0       1471       8192   47.0     74.6
  2262.4    4.0       1448       8192   47.0     73.9
  2263.9   20.0       1477       8192   48.0     76.6
  2265.4   21.0       1482       8192   48.0     75.5
  2267.1   23.0       1460       8192   47.0     74.8
  2268.5    7.0       1409       8192   48.0     74.2
  2270.0    8.0       1422       8192   47.0     74.9
  2271.5   19.0       1443       8192   48.0     76.1
  2272.9   13.0       1443       8192   48.0     76.0
  2274.4   13.0       1421       8192   48.0     75.3
  2275.9   12.0       1423       8192   47.0     75.1
  2277.3   16.0       1439       8192   48.0     75.6
  2279.1    2.0        833       8192   47.0     68.9
  2280.9    1.0        840       8192   47.0     68.9
  2282.7    1.0        841       8192   47.0     68.5
  2284.5    0.0        873       8192   47.0     68.6
  2286.3    1.0        873       8192   47.0     68.7
  2288.0    1.0        873       8192   47.0     68.7
  2289.7    2.0        873       8192   47.0     68.7
  2291.5    1.0        872       8192   47.0     68.8
  2293.3    0.0        872       8192   47.0     68.7
  2295.0    0.0        872       8192   47.0     68.7
  2296.9    1.0        872       8192   47.0     68.7
  2298.7    1.0        872       8192   47.0     68.5
  2300.5    1.0        872       8192   47.0     68.5
  2302.3    2.0        872       8192   47.0     68.7
  2304.2    1.0        872       8192   47.0     68.8
  2306.1    4.0        878       8192   47.0     69.2
  2308.0    4.0        878       8192   47.0     69.1
  2309.8    4.0        876       8192   47.0     69.0
  2311.6    4.0        870       8192   47.0     69.1
  2313.5    4.0        865       8192   47.0     69.2
  2315.3    4.0        863       8192   46.0     69.1
  2317.1    4.0        861       8192   46.0     69.1
  2318.9    4.0        862       8192   46.0     69.0
  2321.0    4.0        851       8192   46.0     68.9
  2322.8    4.0        861       8192   46.0     69.1
  2324.6    0.0        874       8192   46.0     68.5
  2326.3    0.0        872       8192   46.0     68.2
  2328.1    0.0        871       8192   46.0     68.3
  2330.0    0.0        871       8192   46.0     68.3
  2331.8    0.0        870       8192   46.0     68.3
  2333.5    0.0        868       8192   46.0     68.3
  2335.3    0.0        857       8192   46.0     68.4
  2337.1    0.0        848       8192   46.0     68.5
  2338.9    5.0        873       8192   46.0     68.9
  2340.8    5.0        877       8192   46.0     69.0
  2342.6    5.0        870       8192   46.0     69.1
  2344.4    4.0        865       8192   46.0     69.1
  2346.2    5.0        861       8192   46.0     69.2
  2348.1    1.0        874       8192   46.0     69.1
  2349.8    1.0        874       8192   46.0     68.3
  2351.6    4.0        874       8192   46.0     69.0
  2353.5    5.0        859       8192   46.0     68.9
  2355.4    5.0        855       8192   46.0     68.9
  2357.2    3.0        855       8192   46.0     68.8
  2359.0    4.0        851       8192   46.0     68.8
  2360.9    4.0        851       8192   46.0     68.8
  2362.7    0.0        857       8192   46.0     68.5
  2364.6    6.0        884       8192   46.0     69.1
  2366.5    4.0        894       8192   46.0     68.8
  2368.4    4.0        887       8192   46.0     68.8
  2370.1    0.0        884       8192   46.0     67.6
  2372.0    1.0        907       8192   46.0     68.4
  2373.9    2.0        903       8192   46.0     68.5
  2375.8    5.0        876       8192   46.0     68.7
  2377.6    5.0        866       8192   46.0     68.8
  2379.4    5.0        857       8192   46.0     68.8
  2381.3    5.0        850       8192   46.0     68.7
  2383.2    4.0        858       8192   46.0     68.9
  2385.1    5.0        857       8192   46.0     68.9
  2386.9    5.0        860       8192   45.0     68.8
  2388.8    5.0        852       8192   45.0     68.8
  2390.6    5.0        845       8192   45.0     68.8
  2392.5    4.0        843       8192   45.0     68.8
  2394.3    3.0        880       8192   45.0     68.6
  2396.2    5.0        892       8192   45.0     68.6
  2398.0    4.0        890       8192   45.0     68.5
  2399.8    1.0        890       8192   45.0     68.2
  2401.5    0.0        867       8192   45.0     68.2
  2403.3    0.0        867       8192   45.0     68.0
  2405.1    0.0        866       8192   45.0     68.0
  2406.9    0.0        854       8192   45.0     68.2
  2408.6    0.0        850       8192   45.0     68.1
  2410.4    0.0        850       8192   45.0     68.0
  2412.2    0.0        850       8192   45.0     67.9
  2414.0    4.0        883       8192   45.0     68.8
  2415.8    5.0        886       8192   45.0     68.7
  2417.6    0.0        884       8192   45.0     67.7
  2419.4    0.0        884       8192   45.0     67.4
  2421.2    4.0        863       8192   45.0     68.4
  2423.0    0.0        862       8192   45.0     67.6
  2424.8    4.0        861       8192   45.0     67.6
  2426.6    1.0        861       8192   45.0     67.8
  2428.4    0.0        861       8192   45.0     68.0
  2430.2    0.0        861       8192   45.0     67.9
  2431.9    0.0        861       8192   45.0     67.8
  2433.7    0.0        845       8192   45.0     67.8
  2435.5    4.0        841       8192   45.0     68.4
  2437.3    4.0        835       8192   45.0     68.4
  2439.1    1.0        833       8192   45.0     67.9
  2440.9    4.0        842       8192   45.0     68.6
  2442.7    4.0        822       8192   45.0     68.6
  2444.6    3.0        855       8192   45.0     68.4
  2446.6    5.0        869       8192   45.0     68.7
  2448.4    0.0        865       8192   44.0     67.8
  2450.2    0.0        858       8192   44.0     67.9
  2452.0    0.0        847       8192   44.0     67.7
  2453.7    0.0        839       8192   44.0     67.6
  2455.5    0.0        825       8192   44.0     67.8
  2457.3    0.0        825       8192   44.0     67.7
  2459.1    0.0        825       8192   44.0     67.5
  2460.8    0.0        823       8192   44.0     68.0
  2462.6    0.0        823       8192   44.0     67.9
  2464.4    0.0        823       8192   44.0     67.7
  2466.3    5.0        815       8192   44.0     68.5
  2468.0    5.0        815       8192   44.0     68.6
  2469.8    0.0        815       8192   44.0     68.2
  2471.6    4.0        815       8192   44.0     68.0
  2473.4    1.0        823       8192   44.0     67.8
  2475.1    2.0        823       8192   44.0     67.6
  2476.9    0.0        823       8192   44.0     67.4
  2478.6    0.0        823       8192   44.0     67.8
  2480.4    1.0        815       8192   44.0     67.8
  2482.2    1.0        815       8192   44.0     67.5
  2483.9    0.0        815       8192   44.0     67.6
  2485.8    5.0        815       8192   44.0     68.2
  2487.5    0.0        815       8192   44.0     67.9
  2489.2    0.0        815       8192   44.0     67.8
  2490.9    0.0        815       8192   44.0     67.5
  2492.6    2.0        815       8192   44.0     67.8
  2494.3    0.0        815       8192   44.0     67.5
  2496.0    1.0        815       8192   44.0     67.3
  2497.7    2.0        815       8192   44.0     67.6
  2499.5    2.0        815       8192   44.0     68.0
  2501.2    3.0        823       8192   44.0     68.0
  2502.9    0.0        825       8192   44.0     67.8
  2504.6    0.0        825       8192   44.0     67.6
  2506.4    4.0        821       8192   44.0     67.4
  2508.2    1.0        825       8192   44.0     67.7
  2509.9    1.0        825       8192   44.0     67.4
  2511.6    0.0        825       8192   44.0     67.4
  2513.4    5.0        825       8192   44.0     68.0
  2515.1    1.0        826       8192   44.0     67.5
  2517.0    1.0        846       8192   44.0     67.5
  2518.7    0.0        846       8192   44.0     66.7
  2520.4    5.0        852       8192   44.0     67.9
  2522.2    5.0        848       8192   44.0     67.9
  2524.0    3.0        858       8192   44.0     67.9
  2525.8    4.0        858       8192   44.0     67.6
  2527.6    4.0        841       8192   44.0     67.9
  2529.4    1.0        841       8192   44.0     67.4
  2531.2    5.0        851       8192   44.0     67.3
  2533.0    0.0        851       8192   44.0     66.8
  2534.8    1.0        865       8192   44.0     66.8
  2536.6    1.0        865       8192   44.0     66.2
  2538.3    0.0        865       8192   44.0     66.1
  2540.1    0.0        864       8192   43.0     66.2
  2541.9    5.0        853       8192   44.0     67.3
  2543.6    4.0        863       8192   43.0     67.9
  2545.4    1.0        862       8192   43.0     67.0
  2547.1    0.0        863       8192   43.0     67.3
  2549.0    4.0        852       8192   44.0     67.5
  2550.7    1.0        852       8192   43.0     67.3
  2552.4    2.0        844       8192   43.0     66.3
  2554.3    1.0        844       8192   43.0     66.6
  2556.0    4.0        844       8192   43.0     66.8
  2557.7    0.0        842       8192   43.0     67.6
  2559.4    0.0        842       8192   43.0     66.7
  2561.1    0.0        842       8192   43.0     66.6
  2562.8    0.0        842       8192   43.0     66.6
  2564.5    0.0        842       8192   43.0     67.3
  2566.3    2.0        842       8192   43.0     67.3
  2568.0    0.0        842       8192   43.0     67.1
  2569.7    0.0        842       8192   43.0     67.2
  2571.4    1.0        842       8192   43.0     67.3
  2573.2    0.0        842       8192   43.0     67.2
  2574.9    2.0        842       8192   43.0     67.2
  2576.7    0.0        842       8192   43.0     67.0
  2578.4    2.0        841       8192   43.0     67.3
  2580.1    2.0        841       8192   43.0     67.3
  2581.9    4.0        841       8192   43.0     67.7
  2583.6    1.0        841       8192   43.0     67.5
  2585.4    1.0        841       8192   43.0     67.5
  2587.2    2.0        841       8192   43.0     67.4
  2588.9    0.0        842       8192   43.0     67.2
  2590.6    2.0        842       8192   43.0     67.2
  2592.4    0.0        842       8192   43.0     67.4
  2594.1    0.0        842       8192   43.0     67.3
  2595.8    0.0        842       8192   43.0     67.3
  2597.5    0.0        842       8192   43.0     67.3
  2599.2    0.0        842       8192   43.0     67.3
  2601.0    1.0        842       8192   43.0     67.4
  2602.8    1.0        842       8192   43.0     67.2
  2604.5    1.0        842       8192   43.0     67.4
  2606.8    6.0        842       8192   43.0     67.9
  2609.2    6.0        838       8192   43.0     68.0
  2611.0    4.0        835       8192   43.0     67.7
  2612.9    4.0        865       8192   43.0     67.9
  2614.6    4.0        857       8192   43.0     67.8
  2616.4    4.0        857       8192   43.0     67.8
  2618.2    0.0        843       8192   43.0     67.1
  2620.0    2.0        836       8192   43.0     66.0
  2621.6    0.0        836       8192   43.0     66.5
  2623.4    0.0        836       8192   43.0     66.7
  2625.1    0.0        836       8192   43.0     66.7
  2626.9    2.0        836       8192   43.0     67.0
  2628.6    0.0        836       8192   43.0     66.6
  2630.3    1.0        836       8192   43.0     66.7
  2632.0    0.0        836       8192   43.0     66.6
  2633.7    0.0        836       8192   43.0     66.7
  2635.4    0.0        836       8192   43.0     66.6
  2637.2    1.0        836       8192   43.0     66.3
  2638.9    2.0        836       8192   43.0     67.5
  2640.6    0.0        836       8192   43.0     67.2
  2642.4    0.0        836       8192   43.0     67.3
  2643.8    1.0        836       8192   43.0     67.5
  2645.1    3.0       1036       8192   43.0     67.5
  2646.3    2.0       1069       8192   43.0     67.7
  2647.6   12.0       1167       8192   44.0     69.5
  2649.1   10.0       1317       8192   44.0     70.7
  2650.6   12.0       1331       8192   44.0     70.9
  2652.2   11.0       1329       8192   44.0     70.0
  2653.7    9.0       1331       8192   44.0     69.6
  2655.2    7.0       1331       8192   44.0     68.6
  2656.6    9.0       1331       8192   44.0     69.0
  2658.0    3.0       1331       8192   44.0     68.0
  2659.3    0.0       1331       8192   44.0     66.3
  2660.7    6.0       1331       8192   44.0     66.2
  2662.0    7.0       1331       8192   44.0     66.6
  2663.3    1.0       1331       8192   44.0     66.8
  2664.7    5.0       1331       8192   44.0     67.2
  2666.0    1.0       1331       8192   44.0     66.9
  2667.4    5.0       1331       8192   44.0     65.8
  2668.7    4.0       1329       8192   44.0     67.6
  2670.1    2.0       1331       8192   44.0     67.3
  2671.4    7.0       1333       8192   44.0     67.0
  2672.8    6.0       1333       8192   45.0     67.0
  2674.2    5.0       1333       8192   45.0     67.1
  2675.6    8.0       1333       8192   45.0     66.9
  2677.0    5.0       1333       8192   45.0     67.2
  2678.4    2.0       1289       8192   45.0     66.8
  2679.8    6.0       1293       8192   45.0     66.7
  2681.3   10.0       1333       8192   45.0     67.2
  2682.8    9.0       1333       8192   45.0     67.2
  2684.2    3.0       1333       8192   45.0     67.0
  2685.5    9.0       1333       8192   45.0     67.4
  2687.0    0.0       1333       8192   45.0     67.5
  2688.3   11.0       1333       8192   46.0     67.7
  2689.7    8.0       1333       8192   45.0     67.7
  2691.1    2.0       1331       8192   46.0     67.5
  2692.5   11.0       1331       8192   46.0     68.8
  2693.9    4.0       1331       8192   45.0     68.3
  2695.3    4.0       1331       8192   45.0     67.9
  2696.6    3.0       1333       8192   46.0     68.6
  2698.1    0.0       1333       8192   46.0     68.5
  2699.4    0.0       1333       8192   46.0     68.3
  2700.8    6.0       1333       8192   46.0     69.0
  2702.2    3.0       1339       8192   45.0     68.9
  2703.7    6.0       1337       8192   46.0     69.3
  2705.1    4.0       1345       8192   46.0     69.6
  2706.5    3.0       1343       8192   45.0     69.3
  2707.9    3.0       1341       8192   45.0     68.5
  2709.2    2.0       1343       8192   46.0     68.6
  2710.6    0.0       1343       8192   45.0     68.2
  2712.0    2.0       1343       8192   45.0     68.1
  2713.3    0.0       1343       8192   45.0     68.8
  2714.7    3.0       1343       8192   46.0     68.1
  2716.1    5.0       1299       8192   45.0     67.4
  2717.4    0.0       1339       8192   45.0     68.5
  2718.8    3.0       1339       8192   46.0     68.2
  2720.2    3.0       1341       8192   45.0     66.9
  2721.6    4.0       1341       8192   45.0     68.8
  2723.1    3.0       1341       8192   45.0     68.4
  2724.5    6.0       1343       8192   45.0     67.4
  2725.8    0.0       1343       8192   45.0     68.3
  2727.3    8.0       1343       8192   46.0     68.3
  2728.6    2.0       1301       8192   45.0     67.3
  2730.0    0.0       1341       8192   45.0     68.1
  2731.4    6.0       1341       8192   46.0     67.7
  2732.8    1.0       1341       8192   45.0     67.0
  2734.2    4.0       1341       8192   45.0     68.2
  2735.6    8.0       1337       8192   46.0     68.2
  2736.9    0.0       1337       8192   45.0     67.7
  2738.3    8.0       1337       8192   46.0     68.3
  2739.7    1.0       1337       8192   45.0     68.3
  2741.1    9.0       1339       8192   45.0     68.8
  2742.5    4.0       1339       8192   45.0     68.3
  2743.9    3.0       1339       8192   45.0     68.5
  2745.3    3.0       1339       8192   46.0     69.7
  2746.6    1.0       1339       8192   45.0     68.7
  2748.0    2.0       1339       8192   45.0     68.1
  2749.4    4.0       1339       8192   45.0     68.5
  2750.8    4.0       1340       8192   45.0     69.3
  2752.2    1.0       1298       8192   45.0     67.9
  2753.6    4.0       1338       8192   46.0     68.3
  2754.9    0.0       1338       8192   45.0     68.2
  2756.3    4.0       1338       8192   45.0     68.2
  2757.7    1.0       1338       8192   45.0     68.9
  2759.1    5.0       1338       8192   46.0     69.1
  2760.4    3.0       1338       8192   45.0     68.2
  2761.8    0.0       1338       8192   45.0     68.7
  2763.1   11.0       1338       8192   46.0     68.9
  2764.5    0.0       1297       8192   45.0     67.7
  2765.8    6.0       1337       8192   46.0     68.5
  2767.2   11.0       1337       8192   45.0     69.2
  2768.5    0.0       1337       8192   45.0     67.0
  2770.0    7.0       1337       8192   46.0     68.1
  2771.4    6.0       1337       8192   46.0     68.8
  2772.8   11.0       1337       8192   46.0     69.3
  2774.2    9.0       1337       8192   46.0     68.9
  2775.5    1.0       1337       8192   46.0     68.7
  2776.9    1.0       1333       8192   46.0     69.1
  2778.3    1.0       1333       8192   45.0     68.4
  2779.7    6.0       1332       8192   46.0     69.1
  2781.1    2.0       1350       8192   46.0     69.5
  2782.4    3.0       1354       8192   46.0     69.6
  2783.8    5.0       1357       8192   46.0     69.5
  2785.2    1.0       1348       8192   46.0     69.7
  2786.6    3.0       1347       8192   46.0     69.0
  2788.0    5.0       1344       8192   46.0     69.2
  2789.3    0.0       1342       8192   46.0     68.7
  2790.7    8.0       1342       8192   46.0     69.3
  2792.0    0.0       1344       8192   46.0     68.1
  2793.4    8.0       1344       8192   46.0     69.1
  2794.7    0.0       1344       8192   46.0     68.9
  2796.1    8.0       1337       8192   46.0     69.5
  2797.5    0.0       1333       8192   46.0     68.8
  2798.9    2.0       1329       8192   46.0     69.1
  2800.2    1.0       1329       8192   46.0     68.9
  2801.5    3.0       1329       8192   46.0     69.0
  2802.9    2.0       1332       8192   46.0     68.9
  2804.2    0.0       1332       8192   46.0     68.8
  2805.6    5.0       1332       8192   46.0     69.0
  2807.0    3.0       1344       8192   46.0     68.0
  2808.4    1.0       1345       8192   46.0     68.9
  2809.7    9.0       1336       8192   46.0     69.2
  2811.1   11.0       1334       8192   46.0     68.7
  2812.5    3.0       1329       8192   46.0     69.0
  2813.9    0.0       1327       8192   46.0     69.1
  2815.2    8.0       1331       8192   46.0     69.1
  2816.5    0.0       1331       8192   46.0     68.9
  2818.0    4.0       1340       8192   46.0     69.4
  2819.3    3.0       1340       8192   46.0     69.3
  2820.7    4.0       1339       8192   46.0     69.3
  2822.1    1.0       1336       8192   46.0     68.5
  2823.4    7.0       1333       8192   46.0     69.4
  2824.8    1.0       1335       8192   46.0     68.8
  2826.3    8.0       1335       8192   46.0     69.5
  2827.7    0.0       1335       8192   46.0     68.8
  2829.1    3.0       1335       8192   46.0     69.1
  2830.5    2.0       1342       8192   46.0     68.9
  2831.9    1.0       1342       8192   46.0     68.7
  2833.8    1.0       1344       8192   46.0     67.6
  2835.2    5.0       1344       8192   46.0     69.2
  2836.6    5.0       1334       8192   46.0     68.6
  2838.0    6.0       1334       8192   46.0     68.6
  2839.4    6.0       1336       8192   46.0     69.0
  2840.8    6.0       1336       8192   46.0     69.3
  2842.3    2.0       1340       8192   46.0     69.7
  2843.9    7.0       1351       8192   46.0     69.9
  2845.2    1.0       1351       8192   46.0     68.5
  2846.6    2.0       1346       8192   46.0     68.8
  2848.1    9.0       1341       8192   46.0     69.5
  2849.5    8.0       1345       8192   46.0     68.9
  2851.0    5.0       1335       8192   46.0     69.1
  2852.4    3.0       1349       8192   46.0     69.5
  2853.9    3.0       1362       8192   46.0     69.5
  2855.3    3.0       1352       8192   46.0     69.4
  2856.6    7.0       1342       8192   46.0     69.4
  2858.1    2.0       1332       8192   46.0     69.6
  2859.4    6.0       1282       8192   46.0     68.8
  2860.9   11.0       1318       8192   46.0     69.0
  2862.3    6.0       1311       8192   46.0     69.4
  2863.7    3.0       1307       8192   46.0     69.3
  2865.1    3.0       1321       8192   46.0     69.5
  2866.5    3.0       1321       8192   46.0     69.4
  2868.0    5.0       1320       8192   46.0     69.5
  2869.4    3.0       1320       8192   46.0     69.5
  2870.8    6.0       1276       8192   46.0     69.2
  2872.2    3.0       1280       8192   46.0     68.9
  2873.6   11.0       1320       8192   46.0     68.7
  2875.0    4.0       1320       8192   46.0     69.2
  2876.5   11.0       1320       8192   46.0     68.8
  2877.9   10.0       1320       8192   46.0     69.3
  2879.3    4.0       1320       8192   46.0     69.4
  2880.7    2.0       1320       8192   46.0     69.3
  2882.1    2.0       1269       8192   46.0     69.3
  2883.4    5.0       1317       8192   46.0     69.2
  2884.9    6.0       1338       8192   46.0     70.2
  2886.3    4.0       1370       8192   46.0     69.5
  2887.7    7.0       1375       8192   46.0     69.3
  2889.1    4.0       1338       8192   46.0     69.9
  2890.5    4.0       1330       8192   46.0     69.1
  2891.9    6.0       1327       8192   46.0     68.8
  2893.5    4.0       1279       8192   46.0     69.6
  2894.9    3.0       1281       8192   46.0     69.5
  2896.2    0.0       1326       8192   46.0     69.6
  2897.6    2.0       1320       8192   46.0     69.2
  2899.0    1.0       1334       8192   46.0     68.6
  2900.4    6.0       1334       8192   46.0     69.4
  2901.8    4.0       1334       8192   46.0     68.3
  2903.2    8.0       1290       8192   46.0     68.6
  2904.6    7.0       1290       8192   46.0     69.7
  2906.0    5.0       1290       8192   46.0     69.5
  2907.4    2.0       1332       8192   46.0     68.9
  2908.8    7.0       1332       8192   46.0     69.4
  2910.2    6.0       1334       8192   46.0     68.8
  2911.5    0.0       1334       8192   46.0     69.2
  2912.9    6.0       1290       8192   46.0     69.2
  2914.3    5.0       1334       8192   45.0     68.6
  2915.7    7.0       1334       8192   45.0     68.1
  2917.0    1.0       1334       8192   45.0     68.7
  2918.4    5.0       1334       8192   45.0     68.4
  2919.8    1.0       1334       8192   46.0     68.9
  2921.1    3.0       1334       8192   45.0     68.6
  2922.5    3.0       1334       8192   46.0     68.6
  2923.9    8.0       1330       8192   45.0     69.0
  2925.3    8.0       1332       8192   46.0     69.6
  2926.7    4.0       1332       8192   45.0     69.5
  2928.1    4.0       1332       8192   45.0     69.3
  2929.4    3.0       1332       8192   45.0     69.1
  2930.8    2.0       1332       8192   45.0     69.0
  2932.1    7.0       1332       8192   45.0     68.7
  2933.5    4.0       1332       8192   46.0     68.8
  2934.9    5.0       1328       8192   45.0     68.1
  2936.4    4.0       1331       8192   46.0     69.1
  2937.8    2.0       1349       8192   45.0     69.2
  2939.3    5.0       1359       8192   45.0     69.3
  2940.7    2.0       1359       8192   45.0     69.3
  2942.1    2.0       1353       8192   45.0     69.3
  2943.5    6.0       1345       8192   45.0     69.5
  2944.9    6.0       1345       8192   46.0     70.0
  2946.4   11.0       1343       8192   45.0     69.5
  2947.8    3.0       1337       8192   45.0     69.9
  2949.2    3.0       1330       8192   45.0     69.7
  2950.5    6.0       1330       8192   45.0     70.0
  2951.9    3.0       1336       8192   45.0     69.6
  2953.3   11.0       1339       8192   45.0     70.1
  2954.7    5.0       1341       8192   45.0     69.1
  2956.1    6.0       1341       8192   45.0     69.4
  2957.5    3.0       1343       8192   45.0     69.6
  2959.0    3.0       1295       8192   45.0     69.8
  2960.4    2.0       1336       8192   45.0     69.7
  2961.8    3.0       1333       8192   45.0     68.8
  2963.2    0.0       1333       8192   45.0     69.0
  2964.5    8.0       1331       8192   45.0     68.5
  2965.9    7.0       1331       8192   45.0     69.1
  2967.3    2.0       1344       8192   46.0     69.3
  2968.7    2.0       1343       8192   45.0     68.8
  2970.0    4.0       1343       8192   45.0     69.2
  2971.4    7.0       1343       8192   45.0     69.3
  2972.9    2.0       1358       8192   45.0     68.1
  2974.3    4.0       1382       8192   45.0     68.9
  2975.8    3.0       1383       8192   45.0     68.8
  2977.2    3.0       1391       8192   45.0     68.0
  2978.6    6.0       1391       8192   45.0     69.0
  2980.0    6.0       1344       8192   45.0     68.7
  2981.3    5.0       1379       8192   45.0     69.0
  2982.7    1.0       1366       8192   45.0     68.9
  2984.1    7.0       1375       8192   45.0     69.4
